UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,energy_consumption_kwh,power_state,power_state_numeric,power_quality_factor,on_diesel,actual_energy_kwh,grid_emissions_kg_co2,diesel_emissions_kg_co2,total_emissions_kg_co2,energy_cost_usd,energy_cost_ngn,maintenance_urgency,tropical_degradation_rate,Type_encoded
1743,L48922,L,298.5,308.0,1379,49.6,152,0,0,0,0,0,0,55.909201329225695,brownout,1,0.75,0,58.70466139568698,27.59119085597288,0.0,27.59119085597288,4.696372911654959,7044.559367482439,43.28166932590483,0.19384284740574964,0
1744,M16603,M,298.5,308.0,1713,25.8,154,0,0,0,0,0,0,45.235125468203734,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.14767401983151,0.12922856493716642,1
1745,M16604,M,298.5,308.0,1461,51.9,157,0,0,0,0,0,0,59.5834055626435,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48.26797536514154,0.19384284740574964,1
1746,L48925,L,298.5,308.0,1624,29.8,160,0,0,0,0,0,0,47.397711070438575,diesel_gen,3,0.95,1,47.871688181142964,0.0,38.488837297638945,38.488837297638945,21.542259681514334,32313.3895222715,50.99421370629821,0.19384284740574964,0
1747,L48926,L,298.4,308.0,1526,41.1,162,0,0,0,0,0,0,54.00437617111993,stable_grid,0,1.0,0,54.00437617111993,25.382056800426366,0.0,25.382056800426366,4.320350093689594,6480.5251405343915,43.32141019201272,0.12922856493716642,0
1748,L48927,L,298.4,307.9,2381,14.2,164,0,0,0,0,0,0,40.934225769628625,brownout,1,0.75,0,42.98093705811006,20.201040417311727,0.0,20.201040417311727,3.4384749646488046,5157.712446973207,40.02288163939589,0.12922856493716642,0
1749,H31162,H,298.4,307.7,1626,31.1,166,0,0,0,0,0,1,48.68692507976286,stable_grid,0,1.0,0,48.68692507976286,22.882854787488544,0.0,22.882854787488544,3.894954006381029,5842.431009571544,42.21015746112567,0.12922856493716642,2
1750,L48929,L,298.3,307.7,1576,33.8,171,0,0,0,0,0,0,50.198369469873214,stable_grid,0,1.0,0,50.198369469873214,23.59323365084041,0.0,23.59323365084041,4.015869557589857,6023.8043363847855,43.49629425818202,0.32307141234291603,0
1751,M16610,M,298.4,307.8,1617,31.6,173,0,0,0,0,0,0,49.29760757104579,brownout,1,0.75,0,51.76248794959808,24.3283693363111,0.0,24.3283693363111,4.140999035967846,6211.498553951769,44.325395297943125,0.12922856493716642,1
1752,L48931,L,298.3,307.6,1942,20.6,176,0,0,0,0,0,0,44.25724566070311,voltage_spike,4,1.15,0,42.92952829088202,20.17687829671455,0.0,20.17687829671455,3.4343622632705615,5151.543394905842,41.9032572141216,0.19384284740574964,0
1753,L48932,L,298.2,307.6,1492,37.2,178,0,0,0,0,0,0,51.6405424336528,brownout,1,0.75,0,54.22256955533544,25.484607691007657,0.0,25.484607691007657,4.337805564426835,6506.708346640253,45.92260300886072,0.12922856493716642,0
1754,L48933,L,298.2,307.5,1470,51.3,180,0,0,0,0,0,0,61.177232007901885,stable_grid,0,1.0,0,61.177232007901885,28.753299043713884,0.0,28.753299043713884,4.894178560632151,7341.267840948226,48.51933598654104,0.12922856493716642,0
1755,M16614,M,298.0,307.4,1463,46.5,182,0,0,0,0,0,0,57.83042823360214,stable_grid,0,1.0,0,57.83042823360214,27.180301269793006,0.0,27.180301269793006,4.626434258688171,6939.651388032256,47.73807950680376,0.12922856493716642,1
1756,L48935,L,298.0,307.3,1424,46.5,185,0,0,0,0,0,0,57.18267283769359,stable_grid,0,1.0,0,57.18267283769359,26.875856233715986,0.0,26.875856233715986,4.5746138270154875,6861.920740523231,47.9999800925906,0.19384284740574964,0
1757,M16616,M,298.1,307.4,1363,60.1,187,0,0,0,0,0,0,64.87301543653139,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,55.09249951477238,0.12922856493716642,1
1758,M16617,M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,61.808396867683044,diesel_gen,3,0.95,1,62.42648083635987,0.0,50.19089059243334,50.19089059243334,28.091916376361944,42137.874564542915,60.51000916316329,0.19384284740574964,1
1759,L48938,L,298.1,307.4,1608,33.9,193,0,0,0,0,0,0,52.061096479889585,stable_grid,0,1.0,0,52.061096479889585,24.468715345548105,0.0,24.468715345548105,4.164887718391167,6247.33157758675,47.585368390957484,0.19384284740574964,0
1760,H31173,H,298.0,307.4,1606,35.2,195,0,0,0,0,0,0,53.171606495483076,stable_grid,0,1.0,0,53.171606495483076,24.990655052877045,0.0,24.990655052877045,4.2537285196386465,6380.59277945797,48.26572510870791,0.12922856493716642,2
1761,L48940,L,298.1,307.5,1684,33.1,200,0,0,0,0,0,0,53.09947852087386,stable_grid,0,1.0,0,53.09947852087386,24.956754904810712,0.0,24.956754904810712,4.247958281669908,6371.937422504862,49.03258720881581,0.32307141234291603,0
1762,L48941,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0,45.19080478081191,stable_grid,0,1.0,0,45.19080478081191,21.239678246981597,0.0,21.239678246981597,3.615264382464953,5422.89657369743,46.755432153954764,0.12922856493716642,0
1763,H31176,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,60.95910510011886,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.240137882800845,0.12922856493716642,2
1764,L48943,L,298.2,307.6,1511,31.0,209,1,1,0,0,0,0,49.18095715902831,stable_grid,0,1.0,0,49.18095715902831,23.115049864743305,0.0,23.115049864743305,3.934476572722265,5901.714859083398,79.17057620306645,0.32307141234291603,0
1765,H31178,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,49.377044859947034,stable_grid,0,1.0,0,49.377044859947034,23.207211084175103,0.0,23.207211084175103,3.9501635887957627,5925.245383193644,16.191397739123385,0.0,2
1766,L48945,L,298.2,307.6,1368,51.8,5,0,0,0,0,0,0,48.77340895620928,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.98266271393025,0.32307141234291603,0
1767,M16626,M,298.3,307.7,1717,27.1,7,0,0,0,0,0,0,40.841985907552534,brownout,1,0.75,0,42.884085202930166,20.155520045377177,0.0,20.155520045377177,3.4307268162344133,5146.09022435162,15.168988224880021,0.12922856493716642,1
1768,M16627,M,298.3,307.7,1520,41.4,10,0,0,0,0,0,0,46.37063878268849,stable_grid,0,1.0,0,46.37063878268849,21.794200227863588,0.0,21.794200227863588,3.709651102615079,5564.476653922618,16.786584381175775,0.19384284740574964,1
1769,M16628,M,298.3,307.8,1485,42.0,13,0,0,0,0,0,0,46.30763400078368,stable_grid,0,1.0,0,46.30763400078368,21.76458798036833,0.0,21.76458798036833,3.7046107200626945,5556.916080094042,17.240232565393946,0.19384284740574964,1
1770,L48949,L,298.4,307.9,1981,23.2,16,0,0,0,0,0,0,40.9233730706015,stable_grid,0,1.0,0,40.9233730706015,19.233985343182702,0.0,19.233985343182702,3.27386984564812,4910.80476847218,15.94896922214233,0.19384284740574964,0
1771,H31184,H,298.4,307.9,1605,31.0,18,0,0,0,0,0,0,42.26303203925633,stable_grid,0,1.0,0,42.26303203925633,19.863625058450474,0.0,19.863625058450474,3.3810425631405066,5071.563844710759,16.704466966477952,0.12922856493716642,2
1772,L48951,L,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,47.78764884488406,stable_grid,0,1.0,0,47.78764884488406,22.460194957095506,0.0,22.460194957095506,3.823011907590725,5734.517861386087,19.306577025191135,0.32307141234291603,0
1773,L48952,L,298.4,308.0,1508,47.9,25,0,0,0,0,0,0,50.17469760752101,stable_grid,0,1.0,0,50.17469760752101,23.582107875534874,0.0,23.582107875534874,4.013975808601681,6020.963712902521,20.405527983269387,0.12922856493716642,0
1774,L48953,L,298.5,308.0,1384,59.5,27,0,0,0,0,0,0,53.741445269855305,stable_grid,0,1.0,0,53.741445269855305,25.25847927683199,0.0,25.25847927683199,4.299315621588424,6448.973432382636,21.891318092041736,0.12922856493716642,0
1775,M16634,M,298.5,308.0,1519,37.3,29,0,0,0,0,0,0,45.008397813572415,diesel_gen,3,0.95,1,45.45848179170814,0.0,36.548619360533344,36.548619360533344,20.456316806268664,30684.475209402994,29.491428393254562,0.12922856493716642,1
1776,L48955,L,298.5,308.0,1404,48.1,32,0,0,0,0,0,0,48.8912351681125,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.297801578804155,0.19384284740574964,0
1777,L48956,L,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,42.41474878281036,brownout,1,0.75,0,44.53548622195088,20.931678524316915,0.0,20.931678524316915,3.5628388977560705,5344.258346634106,19.979279554262128,0.12922856493716642,0
1778,H31191,H,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,45.47912164378447,stable_grid,0,1.0,0,45.47912164378447,21.3751871725787,0.0,21.3751871725787,3.6383297315027576,5457.494597254136,20.604915846199603,0.12922856493716642,2
1779,L48958,L,298.6,308.2,1325,54.0,41,0,0,0,0,0,0,50.73138178377041,stable_grid,0,1.0,0,50.73138178377041,23.84374943837209,0.0,23.84374943837209,4.058510542701633,6087.76581405245,23.117716487696434,0.32307141234291603,0
1780,M16639,M,298.6,308.2,1488,44.0,43,0,0,0,0,0,0,48.68058809196966,stable_grid,0,1.0,0,48.68058809196966,22.87987640322574,0.0,22.87987640322574,3.894447047357573,5841.670571036359,22.761439161312193,0.12922856493716642,1
1781,L48960,L,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,43.850281605262765,stable_grid,0,1.0,0,43.850281605262765,20.609632354473497,0.0,20.609632354473497,3.508022528421021,5262.0337926315315,21.651824937587747,0.19384284740574964,0
1782,L48961,L,298.5,308.1,1662,28.6,48,0,0,0,0,0,0,42.498847396986605,stable_grid,0,1.0,0,42.498847396986605,19.974458276583704,0.0,19.974458276583704,3.3999077917589284,5099.861687638393,21.52487700085193,0.12922856493716642,0
1783,L48962,L,298.4,308.0,1571,37.4,50,0,0,0,0,0,0,46.59675010325895,stable_grid,0,1.0,0,46.59675010325895,21.900472548531706,0.0,21.900472548531706,3.727740008260716,5591.610012391074,23.18483999911039,0.12922856493716642,0
1784,H31197,H,298.3,308.0,1553,41.0,52,0,0,0,0,0,0,48.45469340589659,stable_grid,0,1.0,0,48.45469340589659,22.773705900771397,0.0,22.773705900771397,3.8763754724717274,5814.563208707591,24.1102901538682,0.12922856493716642,2
1785,L48964,L,298.3,308.0,2886,3.8,57,1,0,0,1,0,0,29.493724280821823,diesel_gen,3,0.95,1,29.78866152363004,0.0,23.950083864998554,23.950083864998554,13.404897685633518,20107.346528450278,58.779960845582785,0.32307141234291603,0
1786,L48965,L,298.2,308.0,1538,38.2,59,0,0,0,0,0,0,46.982017681080364,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.815306542569424,0.12922856493716642,0
1787,L48966,L,298.4,308.2,1618,33.0,61,0,0,0,0,0,0,45.10237984521946,stable_grid,0,1.0,0,45.10237984521946,21.198118527253143,0.0,21.198118527253143,3.6081903876175567,5412.285581426335,24.433946308592205,0.12922856493716642,0
1788,L48967,L,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,48.57840320319082,stable_grid,0,1.0,0,48.57840320319082,22.831849505499683,0.0,22.831849505499683,3.8862722562552654,5829.4083843828985,25.88998669660438,0.12922856493716642,0
1789,L48968,L,298.3,308.0,1442,47.3,65,0,0,0,0,0,0,50.74462127870141,diesel_gen,3,0.95,1,51.252067491488425,0.0,41.206662263156694,41.206662263156694,23.06343037116979,34595.14555675469,37.0829227440565,0.12922856493716642,0
1790,L48969,L,298.2,307.9,1313,67.3,67,1,0,0,1,0,0,58.3389470867298,brownout,1,0.75,0,61.255894441066296,28.790270387301156,0.0,28.790270387301156,4.9004715552853035,7350.707332927956,60.6795178091331,0.12922856493716642,0
1791,L48970,L,298.2,307.9,1847,23.6,69,0,0,0,0,0,0,41.76516781243747,stable_grid,0,1.0,0,41.76516781243747,19.629628871845608,0.0,19.629628871845608,3.3412134249949976,5011.8201374924965,24.604451690816198,0.12922856493716642,0
1792,L48971,L,298.1,307.8,1524,40.8,71,0,0,0,0,0,0,48.796842013871014,stable_grid,0,1.0,0,48.796842013871014,22.934515746519377,0.0,22.934515746519377,3.9037473611096813,5855.621041664522,27.2264378577068,0.12922856493716642,0
1793,M16652,M,298.1,307.7,1445,48.0,73,0,0,0,0,0,0,51.59371794449032,stable_grid,0,1.0,0,51.59371794449032,24.24904743391045,0.0,24.24904743391045,4.127497435559226,6191.246153338839,28.459776661390688,0.12922856493716642,1
1794,L48973,L,298.1,307.8,1761,28.2,76,0,0,0,0,0,0,44.29768480293902,diesel_gen,3,0.95,1,44.740661650968406,0.0,35.9714919673786,35.9714919673786,20.133297742935785,30199.946614403678,36.68687554510772,0.19384284740574964,0
1795,M16654,M,298.1,307.8,1514,43.5,78,0,0,0,0,0,0,50.5318754193054,brownout,1,0.75,0,53.05846919027067,24.937480519427215,0.0,24.937480519427215,4.244677535221654,6367.0163028324805,29.730602147823205,0.12922856493716642,1
1796,M16655,M,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,47.44153197781892,stable_grid,0,1.0,0,47.44153197781892,22.29752002957489,0.0,22.29752002957489,3.7953225582255135,5692.98383733827,28.363041119252976,0.19384284740574964,1
1797,H31210,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,47.51400283241307,stable_grid,0,1.0,0,47.51400283241307,22.33158133123414,0.0,22.33158133123414,3.8011202265930457,5701.680339889568,28.861113588495442,0.19384284740574964,2
1798,M16657,M,298.0,307.6,1508,41.8,89,0,0,0,0,0,0,50.007977643927944,voltage_spike,4,1.15,0,48.5077383146101,22.798637007866745,0.0,22.798637007866745,3.8806190651688084,5820.928597753213,29.977486665084363,0.32307141234291603,1
1799,M16658,M,298.0,307.5,1431,52.9,92,0,0,0,0,0,0,55.116015052797145,diesel_gen,3,0.95,1,55.667175203325115,0.0,44.756408863473396,44.756408863473396,25.050228841496303,37575.34326224445,42.79947070391508,0.19384284740574964,1
1800,M16659,M,298.0,307.5,1427,45.1,95,0,0,0,0,0,0,50.83614042797484,diesel_gen,3,0.95,1,51.344501832254586,0.0,41.28097947313269,41.28097947313269,23.105025824514563,34657.53873677184,41.85631621272692,0.19384284740574964,1
1801,M16660,M,298.0,307.5,1524,36.3,98,0,0,0,0,0,0,47.41526800908662,stable_grid,0,1.0,0,47.41526800908662,22.28517596427071,0.0,22.28517596427071,3.7932214407269296,5689.832161090394,31.042175845904843,0.19384284740574964,1
1802,M16661,M,298.0,307.5,1427,43.6,101,0,0,0,0,0,0,50.30205185635289,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.76204342982167,0.19384284740574964,1
1803,H31216,H,298.1,307.6,1496,44.1,104,0,0,0,0,0,0,51.96529192789818,stable_grid,0,1.0,0,51.96529192789818,24.42368720611214,0.0,24.42368720611214,4.157223354231855,6235.835031347782,33.48280654354874,0.19384284740574964,2
1804,L48983,L,298.1,307.7,1388,40.3,109,0,0,0,0,0,0,48.175915187772915,diesel_gen,3,0.95,1,48.65767433965065,0.0,39.12077016907912,39.12077016907912,21.895953452842793,32843.93017926419,43.18870804215019,0.32307141234291603,0
1805,L48984,L,298.1,307.7,1495,48.1,111,0,0,0,0,0,0,54.77435094227745,stable_grid,0,1.0,0,54.77435094227745,25.7439449428704,0.0,25.7439449428704,4.381948075382196,6572.922113073294,35.51065417840218,0.12922856493716642,0
1806,H31219,H,298.1,307.7,1376,56.2,113,0,0,0,0,0,0,57.11473769033951,stable_grid,0,1.0,0,57.11473769033951,26.843926714459567,0.0,26.843926714459567,4.569179015227161,6853.768522840742,36.59430403372238,0.12922856493716642,2
1807,H31220,H,298.0,307.6,1593,32.2,118,0,0,0,0,0,0,46.693578415753734,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.02987004188162,0.32307141234291603,2
1808,L48987,L,298.0,307.6,1654,28.9,123,0,0,0,0,0,0,45.46110371191399,stable_grid,0,1.0,0,45.46110371191399,21.366718744599574,0.0,21.366718744599574,3.6368882969531193,5455.332445429679,34.353948235238576,0.32307141234291603,0
1809,L48988,L,298.1,307.7,2567,12.8,125,1,0,0,1,0,0,39.279733553792425,diesel_gen,3,0.95,1,39.67253088933035,0.0,31.896714835021605,31.896714835021605,17.85263890019866,26778.958350297988,72.77200281269428,0.12922856493716642,0
1810,L48989,L,298.1,307.7,1767,27.0,127,0,0,0,0,0,0,45.59378504905132,stable_grid,0,1.0,0,45.59378504905132,21.429078973054118,0.0,21.429078973054118,3.6475028039241058,5471.254205886159,35.02986729907811,0.12922856493716642,0
1811,L48990,L,298.1,307.6,1364,53.8,129,0,0,0,0,0,0,56.53968045665023,stable_grid,0,1.0,0,56.53968045665023,26.573649814625607,0.0,26.573649814625607,4.523174436532019,6784.761654798028,38.93537929396625,0.12922856493716642,0
1812,M16671,M,298.1,307.8,1569,31.2,131,0,0,0,0,0,0,46.29517378153493,stable_grid,0,1.0,0,46.29517378153493,21.758731677321414,0.0,21.758731677321414,3.703613902522794,5555.420853784191,35.89227317397227,0.12922856493716642,1
1813,L48992,L,298.2,307.8,1476,36.8,134,0,0,0,0,0,0,48.72310474867756,diesel_gen,3,0.95,1,49.21033579616433,0.0,39.56510998011613,39.56510998011613,22.144651108273948,33216.97666241092,47.322502343806526,0.19384284740574964,0
1814,L48993,L,298.1,307.7,1479,45.0,136,0,0,0,0,0,0,54.07839439236302,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.781616534830654,0.12922856493716642,0
1815,L48994,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0,49.764457377178445,stable_grid,0,1.0,0,49.764457377178445,23.38929496727387,0.0,23.38929496727387,3.9811565901742756,5971.734885261413,38.13661733717641,0.12922856493716642,0
1816,M16675,M,298.1,307.6,1565,36.3,140,0,0,0,0,0,0,50.10544311946303,brownout,1,0.75,0,52.610715275436185,24.727036179455006,0.0,24.727036179455006,4.2088572220348945,6313.285833052342,39.38614915284476,0.12922856493716642,1
1817,L48996,L,298.1,307.6,1460,46.5,143,0,0,0,0,0,0,55.09651137402485,brownout,1,0.75,0,57.85133694272609,27.19012836308126,0.0,27.19012836308126,4.628106955418088,6942.160433127131,41.57892784886688,0.19384284740574964,0
1818,L48997,L,298.1,307.7,1664,27.6,145,0,0,0,0,0,0,45.60875514560214,brownout,1,0.75,0,47.88919290288225,22.507920664354657,0.0,22.507920664354657,3.83113543223058,5746.7031483458695,38.62841223823439,0.12922856493716642,0
1819,M16678,M,298.1,307.7,1435,40.9,147,0,0,0,0,0,0,51.310058821481775,stable_grid,0,1.0,0,51.310058821481775,24.11572764609643,0.0,24.11572764609643,4.104804705718542,6157.207058577813,40.066365759329486,0.12922856493716642,1
1820,M16679,M,298.1,307.6,2066,19.2,150,0,0,0,0,0,0,43.05852211578315,diesel_gen,3,0.95,1,43.48910733694098,0.0,34.96524229890055,34.96524229890055,19.570098301623442,29355.147452435165,47.97607877979727,0.19384284740574964,1
1821,L49000,L,298.1,307.5,1493,43.7,153,0,0,0,0,0,0,54.57023149829255,stable_grid,0,1.0,0,54.57023149829255,25.6480088041975,0.0,25.6480088041975,4.365618519863404,6548.427779795106,42.084036870331985,0.19384284740574964,0
1822,L49001,L,298.1,307.6,1354,43.3,155,0,0,0,0,0,0,51.73735497832119,stable_grid,0,1.0,0,51.73735497832119,24.31655683981096,0.0,24.31655683981096,4.138988398265695,6208.4825973985435,41.47130405594181,0.12922856493716642,0
1823,L49002,L,298.1,307.6,1488,39.4,157,0,0,0,0,0,0,51.852508386557076,stable_grid,0,1.0,0,51.852508386557076,24.370678941681824,0.0,24.370678941681824,4.148200670924566,6222.301006386849,41.82526994233115,0.12922856493716642,0
1824,L49003,L,298.1,307.7,1414,48.7,159,0,0,0,0,0,0,56.58958300494419,stable_grid,0,1.0,0,56.58958300494419,26.59710401232377,0.0,26.59710401232377,4.527166640395535,6790.749960593303,43.69482601530844,0.12922856493716642,0
1825,L49004,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,61.706878886808326,diesel_gen,3,0.95,1,62.32394767567641,0.0,50.10845393124384,50.10845393124384,28.045776454054383,42068.66468108157,55.891406922286876,0.12922856493716642,0
1826,M16685,M,298.0,307.5,1784,27.8,163,0,0,0,0,0,0,48.08979907348615,brownout,1,0.75,0,50.494289027160455,23.732315842765413,0.0,23.732315842765413,4.039543122172836,6059.314683259255,42.32850813039274,0.12922856493716642,1
1827,H31240,H,297.8,307.3,1516,40.1,166,0,0,0,0,0,0,53.37424882781336,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,47.247620966725265,0.19384284740574964,2
1828,M16687,M,297.9,307.3,1420,47.8,171,0,0,0,0,0,0,56.97088583153655,voltage_spike,4,1.15,0,55.26175925659045,25.97302685059751,0.0,25.97302685059751,4.420940740527236,6631.411110790854,45.156647934216934,0.32307141234291603,1
1829,L49008,L,297.8,307.2,1351,56.3,174,0,0,0,0,0,0,61.00320356091397,stable_grid,0,1.0,0,61.00320356091397,28.671505673629564,0.0,28.671505673629564,4.880256284873117,7320.384427309676,47.51365311515666,0.19384284740574964,0
1830,L49009,L,297.8,307.2,1880,23.0,176,0,0,0,0,0,0,45.77382283922772,stable_grid,0,1.0,0,45.77382283922772,21.513696734437026,0.0,21.513696734437026,3.6619058271382174,5492.858740707326,42.835939687325705,0.12922856493716642,0
1831,L49010,L,297.8,307.3,1859,24.0,178,0,0,0,0,0,0,46.513164786074256,diesel_gen,3,0.95,1,46.978296433935,0.0,37.770550332883744,37.770550332883744,21.14023339527075,31710.350092906127,53.54710832763525,0.12922856493716642,0
1832,M16691,M,297.8,307.3,1315,54.0,180,0,0,0,0,0,0,59.09499884906251,stable_grid,0,1.0,0,59.09499884906251,27.77464945905938,0.0,27.77464945905938,4.7275999079250015,7091.399861887502,47.836543702069854,0.12922856493716642,1
1833,M16692,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0,58.25194599809153,brownout,1,0.75,0,61.164543297996104,28.74733535005817,0.0,28.74733535005817,4.893163463839689,7339.745195759533,48.989483488138724,0.19384284740574964,1
1834,L49013,L,297.8,307.3,1327,61.0,186,1,0,0,0,1,0,64.31892509526371,stable_grid,0,1.0,0,64.31892509526371,30.22989479477394,0.0,30.22989479477394,5.145514007621097,7718.271011431645,80.49815604515317,0.19384284740574964,0
1835,L49014,L,297.8,307.2,1498,38.1,188,0,0,0,0,0,0,52.99475012591569,stable_grid,0,1.0,0,52.99475012591569,24.90753255918037,0.0,24.90753255918037,4.239580010073255,6359.370015109883,47.101012156640905,0.12922856493716642,0
1836,H31249,H,297.8,307.3,1555,35.8,190,0,0,0,0,0,0,52.44028822587602,stable_grid,0,1.0,0,52.44028822587602,24.646935466161725,0.0,24.646935466161725,4.195223058070082,6292.834587105122,47.23540216887156,0.12922856493716642,2
1837,L49016,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0,52.101100843079536,stable_grid,0,1.0,0,52.101100843079536,24.48751739624738,0.0,24.48751739624738,4.168088067446363,6252.1321011695445,47.91469189379582,0.32307141234291603,0
1838,L49017,L,297.7,307.2,1392,43.0,197,0,0,0,0,0,0,54.93355869302235,brownout,1,0.75,0,57.680236627673466,27.109711215006527,0.0,27.109711215006527,4.614418930213877,6921.628395320816,50.06037115926867,0.12922856493716642,0
1839,M16698,M,297.8,307.2,1456,39.6,199,0,0,0,0,0,0,53.98303832017858,brownout,1,0.75,0,56.68219023618751,26.640629411008128,0.0,26.640629411008128,4.534575218895001,6801.862828342501,50.04930384507801,0.12922856493716642,1
1840,L49019,L,297.7,307.1,1715,30.2,0,0,0,0,0,0,0,42.3452768000264,stable_grid,0,1.0,0,42.3452768000264,19.902280096012404,0.0,19.902280096012404,3.387622144002112,5081.433216003168,13.885586328368149,0.0,0
1841,M16700,M,297.7,307.2,1405,43.7,2,0,0,0,0,0,0,45.54737697441696,stable_grid,0,1.0,0,45.54737697441696,21.40726717797597,0.0,21.40726717797597,3.643790157953357,5465.685236930036,15.251803616842812,0.12922856493716642,1
1842,L49021,L,297.7,307.2,1668,37.8,5,0,0,0,0,0,0,46.20759560870195,brownout,1,0.75,0,48.51797538913705,22.803448432894413,0.0,22.803448432894413,3.881438031130964,5822.157046696447,16.70021112856932,0.19384284740574964,0
1843,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0,39.26147384905545,brownout,1,0.75,0,41.22454754150822,19.375537344508864,0.0,19.375537344508864,3.2979638033206577,4946.945704980986,14.624803484473784,0.12922856493716642,2
1844,L49023,L,297.6,307.1,1496,39.2,12,0,0,0,0,0,0,45.02578475641924,stable_grid,0,1.0,0,45.02578475641924,21.16211883551704,0.0,21.16211883551704,3.6020627805135392,5403.094170770309,16.661794174704536,0.32307141234291603,0
1845,M16704,M,297.6,307.1,1471,44.9,14,0,0,0,0,0,0,47.57773333568642,brownout,1,0.75,0,49.95662000247074,23.479611401161247,0.0,23.479611401161247,3.9965296001976593,5994.794400296489,18.594886965960438,0.12922856493716642,1
1846,L49025,L,297.7,307.2,1444,40.0,17,0,0,0,0,0,0,44.92156444315221,stable_grid,0,1.0,0,44.92156444315221,21.113135288281537,0.0,21.113135288281537,3.5937251554521765,5390.587733178265,17.41813276492923,0.19384284740574964,0
1847,H31260,H,297.7,307.3,1514,38.6,19,0,0,0,0,0,0,45.22789793249097,stable_grid,0,1.0,0,45.22789793249097,21.257112028270754,0.0,21.257112028270754,3.6182318345992774,5427.347751898917,17.83478917363951,0.12922856493716642,2
1848,L49027,L,297.8,307.3,1412,50.7,24,0,0,0,0,0,0,49.90590681943016,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.43224883757785,0.32307141234291603,0
1849,H31262,H,297.7,307.2,1429,44.1,26,0,0,0,0,0,0,47.06950980289359,brownout,1,0.75,0,49.42298529303827,23.228803087727986,0.0,23.228803087727986,3.953838823443062,5930.758235164593,20.31713416235768,0.12922856493716642,2
1850,L49029,L,297.7,307.2,1668,32.7,31,0,0,0,0,0,0,44.35460791713417,diesel_gen,3,0.95,1,44.79815399630551,0.0,36.01771581302963,36.01771581302963,20.159169298337478,30238.753947506215,29.591103553195214,0.32307141234291603,0
1851,M16710,M,297.7,307.2,1372,52.8,33,0,0,0,0,0,0,50.641283031236405,stable_grid,0,1.0,0,50.641283031236405,23.801403024681107,0.0,23.801403024681107,4.0513026424989125,6076.953963748369,21.823349759415002,0.12922856493716642,1
1852,M16711,M,297.7,307.3,1365,49.2,36,0,0,0,0,0,0,48.94718080268126,diesel_gen,3,0.95,1,49.43665261070807,0.0,39.74706869900929,39.74706869900929,22.246493674818634,33369.74051222795,31.90264352779959,0.19384284740574964,1
1853,M16712,M,297.6,307.1,1526,39.1,39,0,0,0,0,0,0,46.45661485569626,stable_grid,0,1.0,0,46.45661485569626,21.83460898217724,0.0,21.83460898217724,3.716529188455701,5574.793782683551,21.39975733010652,0.19384284740574964,1
1854,L49033,L,297.6,307.2,1486,40.6,42,0,0,0,0,0,0,46.81762151601129,stable_grid,0,1.0,0,46.81762151601129,22.004282112525306,0.0,22.004282112525306,3.7454097212809034,5618.114581921355,21.99244457440603,0.19384284740574964,0
1855,M16714,M,297.6,307.2,1470,42.6,44,0,0,0,0,0,0,47.71567302716301,stable_grid,0,1.0,0,47.71567302716301,22.42636632276661,0.0,22.42636632276661,3.8172538421730406,5725.880763259561,22.603133288365754,0.12922856493716642,1
1856,H31269,H,297.7,307.3,1249,62.8,47,0,0,0,0,0,0,53.49417704642545,stable_grid,0,1.0,0,53.49417704642545,25.14226321181996,0.0,25.14226321181996,4.279534163714036,6419.301245571054,24.972290848743672,0.19384284740574964,2
